,tweet,likes,state,candidate,retweet_count
143,"@amycapetta @Fly_Sistah I have ironically said since #Trump took office it was Obama's fault. The collective MAGAT horde that have us Trump just could not handle Obama and all he was that you sell eloquently described. 

Now with Kamala's light added we have to keep moving forward, not be complacent.",20.0,Nebraska,Trump,
144,"Can you hear it, can you feel it, can you see it coming? The Yuge Red Tsunami Wave that is eminently on the way. God Bless America🇺🇸🇺🇸🇺🇸

#4moreyears #trump #vote #election #electionresults #redwave #BreakingNews #BREAKING 
@SGTreport @M2Madness @wokesocieties @realDonaldTrump https://t.co/ugPECYwW3n",521.0,Nevada,Trump,
145,"Join us Monday 12PM PST 3PM EST for a chat with the one and only M3thods. Bring your questions, it’s gunna be a great time!
https://t.co/kdzRZvyra0

#m3thods #hunterbiden #joebiden #trump #republican #democrat #america #california #nevada #patriots @M2Madness",350.0,Nevada,Trump,
146,@cjtruth Alcohol poisoning by now.....lies from Biden are ridiculous....Normies May buy it but the informed know better #biden #trump #debates,343.0,Nevada,Trump,
147,A parade of cars drive down #LasVegas Blvd with #Trump flags #8NN https://t.co/RD8cIqMRCs,206.0,Nevada,Trump,
148,"Join #WokeSocieties and myself at 5pm PST 8PM EST bring your questions and popcorn! Patriotic chat and news incoming tonight!

https://t.co/tJQaOFrlSE

#brettfavre #conservative #republican #democrat #trump #biden #hunterbiden #whereshunter #vote2020 
@wokesocieties @M2Madness",166.0,Nevada,Trump,
149,Morning laughs with ⁦@StephenAtHome⁩ Thank you #stephenColbert #laughs #trump https://t.co/X303lTQ6vl,307.0,New Hampshire,Trump,
150,"Biden is blowing the dog whistle. References Hitler and talks about @POTUS being racist Joe acts tough as he condemns #Trump for talking to our enemies in the name of peace. Has he noticed the military is coming home &amp; no new wars #VoteRedToSaveAmerica
https://t.co/pfusOSpT4i",38.0,New Hampshire,Trump,
151,"#Trump #MAGA2020 supporters,

Don’t tell someone you love them and then vote for someone who will hurt them.",37.0,New Hampshire,Trump,
152,"#MAGA2020/#Trump2020/#GOP/
#Republicans/#Republican/#Trump supporter, 

If the fetus you save turns out to be #LGBT/#LGBTQ, will you continue to protect its rights?",36.0,New Hampshire,Trump,
153,@jimsciutto #DeJoy will be held accountable for his actions. The #GOPComplicitTraitors are all going to prison. There is no loyalty from #Trump,22.0,New Hampshire,Trump,
154,"Is there anything more swamp-like than a handful of so-called Republicans (lobbyists and consultants really) who betray a Republican president, raise $67M to turn Republicans against him, predictably fail in this undertaking (#Trump took record #GOP vote), and then pocket $67M? https://t.co/VZ0vi5RGuw",1830.0,New Jersey,Trump,
155,#Trump's daily approval numbers for the week: Mon 48% - Tue 49% - Wed 49% - Thurs 52% - Fri 51%... https://t.co/mazBCWoIMy https://t.co/o9Y4KEIAWF,1156.0,New Jersey,Trump,
156,#Trump's daily approval numbers for the week: Mon 52% - Tue 51% - Wed 52% - Thurs 52% - Fri 51%... https://t.co/mazBCW77nY https://t.co/WB1MXj3sex,883.0,New Jersey,Trump,
157,"#ICYMI: #Trump's daily job approval ratings top 50% again today! Sponsored by @libertynation, Conservative News Where Truth Matters... https://t.co/mazBCWoIMy @POTUS https://t.co/KdlhiHDO2x",809.0,New Jersey,Trump,
158,"Facts:

#Biden voted against gay marriage as recently as '06 and once alleged gays were national security threats.

#Trump supported gay marriage from day one, launched a global campaign to decriminalize homosexuality, appointed first openly gay cabinet member in @RichardGrenell. https://t.co/KYKK4deiI6",725.0,New Jersey,Trump,
159,"Weather does not stop the New Mexico Trump Victory Team! We are walking doors and pushing a straight Republican Ticket!!!!! #Leadright #MAGA We are bringing it home for GOD and Country, and #Trump! https://t.co/0aPln3SRIK",70.0,New Mexico,Trump,
160,To all the #Trump voters that lost https://t.co/SmdBnrdV8U,43.0,New Mexico,Trump,
161,"100,000 doors have been knocked on over the last seven days in #NM. 👏👏The excitement is YUGE. #Leadright #MAGA2020 😃✅🧨 @NewMexicoGOP @vannschaffner We are bringing it home for God, Country and #Trump!",40.0,New Mexico,Trump,
162,The #Trump rally has ended in #SantaFe. We even got an interview with County Commissioner Couy Griffin about why he asked everyone to show up without a mask. Tune in to @krqe at 10 for what he had to say.,36.0,New Mexico,Trump,
163,"@ChannelQuality @BernieSanders You faulty assumption is that he did it ""legally"".  From just the available evidence we have now it is clear that he illegally lied, cheated and fraudulently distorted and lied about asset values, income &amp; expenses.  So no. #Trump's #taxes were not ""legally"" filed. He is a cheat.",29.0,New Mexico,Trump,
164,"America Assembled!🇺🇸🎉

@JoeBiden @KamalaHarris @BarackObama 
@ChrisEvans  @MarkRuffalo @RobertDowneyJr @brielarson @AOC @staceyabrams @michaelb4jordan @Russo_Brothers 
#Election2020 #ElectionResults2020 #joebiden #DonaldTrump #BidenHarris2020 #avengers #endgame https://t.co/cDl1VsFbOo",74084.0,New York,Trump,
165,#trump wants to throw out military ballots?  Why?  Do they have bone spurs?,23225.0,New York,Trump,
166,"People keep getting stranded at #Trump rallies, with no vans or buses to take them back to their cars. What's that saying? ""Fool me once, shame on you; fool me every day for four years running, maybe I shouldn't even be allowed to own a fork!”",15598.0,New York,Trump,
167,"ATTN!
While you were sleeping #Trump issued an edict that eliminates job protections for tens of thousands (maybe millions) of federal employees, all involved in policy-making. It paves the way for a mass firing of govt employees.
MORE
https://t.co/jUCWJRE1zX",14290.0,New York,Trump,
168,"Today #Trump tried to get #Netanyahu to take a swipe at #Biden on a phone call, asking him if he thought ""Sleepy Joe"" could accomplish a deal like Jared did.  Since we're giving out nicknames, which is better, #DesperateDonnie"" or #NeedyGreedyTreatyWeenie?",13387.0,New York,Trump,
169,Instagram is purposely hiding the hashtag “#Trump”. I’ll ask again...is this the USA or is it China?,3880.0,North Carolina,Trump,
170,"Best moment of the #debate?

#Biden: “I don’t know where this guy comes from.” 

#Trump: “Queens.”

#PresidentialDebate2020
#Trump2020
#MicDrop 
#Queens https://t.co/CufGu81GZT",303.0,North Carolina,Trump,
171,"#Trump has made more than $200 million in income from his foreign interests since 2016, according to @OpenSecretsDC.

There's ZERO evidence that @joebiden has taken funds from foreign countries.

#TrumpIsCompromised
#TrumpIsCorrupt

#Vote #BidenHarris2020

https://t.co/NzkpiTZ1Sl",258.0,North Carolina,Trump,
172,"If #Biden wins, how long before #Hunter is named Ambassador to #China? How long before the laptop investigations get swept under the rug. How long before we are subservient to the United Nations New World Order? Better hope #Trump wins the legal battle. Serious times.",193.0,North Carolina,Trump,
173,"Biden Supporter: Don't be a sore loser! 

Trump Supporter: But you were a sore loser for 4 years?

Biden Supporter: 🦗

#Election2020results #Trump #Biden #SoreLosers #RedWave2020 #TrumpAll50 #StillYourPresident",158.0,North Carolina,Trump,
174,Trump declaring victory last night like 😂😂🤣 #Trump #Biden #Biden2020 #Georgia https://t.co/q5akHYr0LT,34.0,North Dakota,Trump,
175,"@paulkrugman Mr. Krugman, FYI: From the Wall Street Journal, answering the question: is the belief that #Trump has done a good job on the economy justified, ""The short answer is, NO"".

https://t.co/EGybZrLgtr",26.0,North Dakota,Trump,
176,"@rynofied @Townbiznessman @realDonaldTrump What a piece of work is #trump! 
How (ig)noble in (t)reason! 
How (severely) limited in faculties! 
In form and moving, how reprehensible! 
In action how like a horse's a_s! 
In apprehension, how like a toddler! 
And yet to us, what is this quintessence of mendacity!? https://t.co/aTaUfrKC71",24.0,North Dakota,Trump,
177,"@ElizabethEThorp @gtconway3d @loisromano The mawkish drone of #trump 's venal voice
Stains our souls, as we face the choice
To shield our ears from this fetid attack
More wretchedly potent than Ipecac! https://t.co/Rx1338Qsmy",16.0,North Dakota,Trump,
178,@SethAbramson The only good ratings #trump will get is for his #SDNY court case. #TrumpForPrison,15.0,North Dakota,Trump,
179,I have really bad feeling that #Trump gonna lose the election 💔,269.0,Ohio,Trump,
180,#Trump needs a miracle to win this election..,269.0,Ohio,Trump,
181,I was talking to one of my friends that came home from the feds last year so he ask my did I vote I’m like yea today for #Trump. He said man everybody I know is voting for Trump I told them last time he was gone win didn’t nobody believe. I can’t wait to see the black vote.,245.0,Ohio,Trump,
182,On my personal Instagram account my followers are mostly people i grew up with in the projects and mostly blacks people I know 99% of them saying they voting for #Trump I can’t wait to see Cuyahoga county numbers on blacks people 🤔,217.0,Ohio,Trump,
183,Cubans in Florida fled from a socialist country you think they was about to go back to that 😒that’s why they voted for #Trump as they should,199.0,Ohio,Trump,
184,"Oklahoma TURNED OUT! #Trump with a 454,619 lead over #Biden. 

Ouch.",87.0,Oklahoma,Trump,
185,"Just a quick update on these numbers now:
#Biden: 74,811,378
#Trump: 70, 554,537
Total Registered Voters (US): 153,066,000
Voter turnout: 95%
Average voter turnout (since 1778): 68.1%

Obama (Highest pop vote): 69,498,516
Biden Margin: +8% above Obama.

Statistically IMPOSSIBLE.",79.0,Oklahoma,Trump,
186,"Current Counts:
#Biden 73,293,162
#Trump 69,534,876
total votes: 142,828,038
Total registered voters in US: 153,066,000
Voter turnout in 2020: 93%

Now, look at this historic graph... tell me what's wrong here... https://t.co/fkYnJIldMt",22.0,Oklahoma,Trump,
187,"@BillyGEdwardsch One thing that I've noticed, about Trump Supporters is they're just as willing to #LIE as #Trump is.",22.0,Oklahoma,Trump,
188,Exactly #Trump #America https://t.co/QmErLY5vJ0,21.0,Oklahoma,Trump,
189,"This is so excellent..please listen! #SVDaté..world traveler who is now #WhiteHouse Correspondent for #HuffPost 
Meet the journalist who asked #Trump if he ""regrets all the lying"" to the #American people #TheDworkinReport  - https://t.co/DVskxRKBaJ #Truth #Honesty #Election2020",60.0,Oregon,Trump,
190,"Honestly, if I voted for #Trump I’d be afraid to admit it, some of you are very ballsy.",50.0,Oregon,Trump,
191,"While #Trump lied, thousands more died... 
https://t.co/J9XSOndvXL",33.0,Oregon,Trump,
192,"In a blow to #Trump's reelection and the #RNC in a crucial swing state, the #Pennsylvania Supreme Court ruled unanimously Friday that counties can't reject mail-in ballots because voters' signatures don't look like they do on registration rolls.
https://t.co/2UmbLDALI9",33.0,Oregon,Trump,
193,Hundreds of people are rallying outside of the #Oregon State Capitol in #Salem. We are seeing a lot of #Trump flags and a speaker is addressing the crowd. @fox12oregon https://t.co/0jLoyfsmj7,33.0,Oregon,Trump,
194,#Trump is turning so fucking Red.  He's ready to explode. #Krakatoa,4817.0,Pennsylvania,Trump,
195,Something to celebrate: https://t.co/eJfLYfPhi6  #BidenHarris2020 #Trump #Election2020 #CoronavirusPandemic https://t.co/MqgnbBW5jN,1953.0,Pennsylvania,Trump,
196,Vote! Our lives really do depend on it. https://t.co/ETgrPgoU8O #VoteAsIfYourLifeDependsOnIt #VOTE #BLM #Immigration #climatechange #BidenHarris2020 #Trump https://t.co/96oVsmfLIb,1617.0,Pennsylvania,Trump,
197,Turnout in pro-#Trump counties in #Pennsylvania at record highs today. HUGE.,1571.0,Pennsylvania,Trump,
198,"Biden is very close to winning #Pennsylvania and thus the presidency. He trails #DonaldTrump by a little more than 36K while there are 70K outstanding ballots in #Philadelphia alone. Biden has typically been winning 80% of the vote in Philly which is 56,000 votes. ➕ 20K 4 Veep",746.0,Pennsylvania,Trump,
199,"#Americans we are STAND UP together for Mr. President @realDonaldTrump in #Miami #Florida! One Flag Nation under God! ALL BOARD #TrumpTrain, #FakeNews are not here! But we are! the #salsa of this Nation and #OMG! We will #vote for #DonaldTrump #4MoreYears #USA, #Cuba #Venezuela🇺🇸 https://t.co/xUdFkjF79q",79.0,Puerto Rico,Trump,
200,Como #DonaldTrump #Soon #NoAsuman #Heiin 🦈🔨 https://t.co/OOft6YYPgC,59.0,Puerto Rico,Trump,
201,Mi papá. ❤️ #Trump 👏🏼 https://t.co/7G84rj1jFy,58.0,Puerto Rico,Trump,
202,Como #DonaldTrump Estreno sábado 31 de Octubre en el canal de Youtube #MannyMontesTV 📺 #Suscribete #Heiiin #NoAsuman #MannyMontes #ElJibaro #MAGA #trump2020 #keepamericagreat #trapcristiano #latinoscontrump 🦈🔨🇺🇸 https://t.co/xF68oIT1mY,35.0,Puerto Rico,Trump,
203,¿Llegaron las milicias de #Trump a #PuertoRico? Lo discutimos ahora en WKAQ Analiza. https://t.co/i5wbMHfTpm,32.0,Puerto Rico,Trump,
204,"The Villages in Florida, a massive senior citizen community,  saw a significant jump in #COVID-19 cases after #Trump held a super-spreader rally there. 

Herd immunity?",1021.0,Rhode Island,Trump,
205,"Senior Judge Brent Shore who leads Florida’s Duval County vote-counting board has donated to the #Trump campaign 12 separate times.

Judges are not allowed to make political contributions. 

Guess how he’ll decide on any voting question?",298.0,Rhode Island,Trump,
206,"Remember the old Wendy’s Restaurant commercial with the older woman asking, “Where’s the beef?”

Insofar as #Trump’s fictitious voter fraud claims, judges are asking, “Where’s your evidence?” 

#TrumpIsLosing",200.0,Rhode Island,Trump,
207,Twitter crashed. #Trump is speechless.,193.0,Rhode Island,Trump,
208,"#SteveKornacki at #MXNBC just reported Erie County, PA flipped to blue as he updated PA election results. 

Remember when #Trump brought his super-spreader rally to Erie &amp; told them he would never have gone there if he didn't have to. 

Thanks, Donald for flipping Erie for us.",187.0,Rhode Island,Trump,
209,Headed back to the studio to tell the mainstream media that it looks like #Trump is about to do it again!!! #MSNBC2020 https://t.co/nQRxGHIxfA,796.0,South Carolina,Trump,
210,"My Black People, vote your faith &amp; interest, not your race...#Trump https://t.co/sEoue5HYz1",785.0,South Carolina,Trump,
211,"Ohio, NC, &amp; GA are leaning towards #Trump. Going to be a long time for Biden. #Election2020 #MSNBC2020",619.0,South Carolina,Trump,
212,You notice that the Democrats  have no solutions to the problems many black Americans deal with. They're only solutions is to just talk about how racist and bad President Trump is. When Trump has created way more opportunities for Minorities than any President since LBJ. #Trump,614.0,South Carolina,Trump,
